Date,Open,High,Low,Close,Volume,OpenInt,Stock
1986-03-13,0.0672,0.07533,0.0672,0.07533,1371330506,0,MSFT
1986-03-14,0.07533,0.07533,0.07533,0.07533,409569463,0,MSFT
1986-03-17,0.07533,0.07533,0.07533,0.07533,176995245,0,MSFT
1986-03-18,0.07533,0.07533,0.07533,0.07533,90067008,0,MSFT
1986-03-19,0.07533,0.07533,0.07533,0.07533,63655515,0,MSFT
1986-03-20,0.07533,0.07533,0.0672,0.07533,77665088,0,MSFT
1986-03-21,0.07533,0.07533,0.0672,0.0672,79732075,0,MSFT
1986-03-24,0.0672,0.0672,0.0672,0.0672,86775144,0,MSFT
1986-03-25,0.0672,0.0672,0.0672,0.0672,42641156,0,MSFT
1986-03-26,0.0672,0.07533,0.0672,0.0672,30239240,0,MSFT
1986-03-27,0.0672,0.07533,0.0672,0.07533,22392348,0,MSFT
1986-03-31,0.07533,0.07533,0.0672,0.07533,17110053,0,MSFT
1986-04-01,0.07533,0.07533,0.0672,0.0672,14736846,0,MSFT
1986-04-02,0.0672,0.07533,0.0672,0.07533,35904313,0,MSFT
1986-04-03,0.07533,0.07533,0.07533,0.07533,30622016,0,MSFT
1986-04-04,0.07533,0.07533,0.07533,0.07533,35330154,0,MSFT
1986-04-07,0.07533,0.07533,0.0672,0.0672,22009574,0,MSFT
1986-04-08,0.0672,0.07533,0.0672,0.07533,13626799,0,MSFT
1986-04-09,0.07533,0.07533,0.07533,0.07533,16153115,0,MSFT
1986-04-10,0.07533,0.07533,0.07533,0.07533,18449763,0,MSFT
1986-04-11,0.07533,0.07533,0.07533,0.07533,22889957,0,MSFT
1986-04-14,0.07533,0.07533,0.07533,0.07533,16153115,0,MSFT
1986-04-15,0.07533,0.07533,0.07533,0.07533,12363640,0,MSFT
1986-04-16,0.07533,0.07533,0.07533,0.07533,42411493,0,MSFT
1986-04-17,0.07533,0.07533,0.07533,0.07533,29244027,0,MSFT
1986-04-18,0.07533,0.07533,0.07533,0.07533,28746419,0,MSFT
1986-04-21,0.07533,0.07533,0.07533,0.07533,30468906,0,MSFT
1986-04-22,0.07533,0.07533,0.07533,0.07533,20669858,0,MSFT
1986-04-23,0.07533,0.07533,0.07533,0.07533,20746419,0,MSFT
1986-04-24,0.07533,0.0838899999999999,0.07533,0.0838899999999999,82870827,0,MSFT
1986-04-25,0.0838899999999999,0.09222,0.0838899999999999,0.09222,114028729,0,MSFT
1986-04-28,0.09222,0.09222,0.0838899999999999,0.09222,38392349,0,MSFT
1986-04-29,0.09222,0.09222,0.0838899999999999,0.0838899999999999,40306228,0,MSFT
1986-04-30,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,41071780,0,MSFT
1986-05-01,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,72229681,0,MSFT
1986-05-02,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,26909095,0,MSFT
1986-05-05,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,4325363,0,MSFT
1986-05-06,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,12937801,0,MSFT
1986-05-07,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,6851673,0,MSFT
1986-05-08,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,4708137,0,MSFT
1986-05-09,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,8076558,0,MSFT
1986-05-12,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,13933018,0,MSFT
1986-05-13,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,5090912,0,MSFT
1986-05-14,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,12363640,0,MSFT
1986-05-15,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,5052632,0,MSFT
1986-05-16,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,15885170,0,MSFT
1986-05-19,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,14622014,0,MSFT
1986-05-20,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,82373224,0,MSFT
1986-05-21,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,10755986,0,MSFT
1986-05-22,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,5856460,0,MSFT
1986-05-23,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,5435406,0,MSFT
1986-05-27,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,18449763,0,MSFT
1986-05-28,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,20631587,0,MSFT
1986-05-29,0.0838899999999999,0.09222,0.0838899999999999,0.09222,60708149,0,MSFT
1986-05-30,0.09222,0.09222,0.09222,0.09222,35980865,0,MSFT
1986-06-02,0.09222,0.09222,0.09222,0.09222,26220103,0,MSFT
1986-06-03,0.09222,0.09222,0.0838899999999999,0.09222,6660289,0,MSFT
1986-06-04,0.09222,0.09222,0.0838899999999999,0.09222,6277515,0,MSFT
1986-06-05,0.09222,0.09222,0.0838899999999999,0.09222,18220101,0,MSFT
1986-06-06,0.09222,0.09222,0.09222,0.09222,4555023,0,MSFT
1986-06-09,0.09222,0.09222,0.0838899999999999,0.0838899999999999,16842108,0,MSFT
1986-06-10,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,4555023,0,MSFT
1986-06-11,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,3062201,0,MSFT
1986-06-12,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,18220101,0,MSFT
1986-06-13,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,10488039,0,MSFT
1986-06-16,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,12746415,0,MSFT
1986-06-17,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,17377992,0,MSFT
1986-06-18,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,5779907,0,MSFT
1986-06-19,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,11253591,0,MSFT
1986-06-20,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,5052632,0,MSFT
1986-06-23,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,61397144,0,MSFT
1986-06-24,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,19368424,0,MSFT
1986-06-25,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,20248809,0,MSFT
1986-06-26,0.0838899999999999,0.0838899999999999,0.07533,0.07533,25454552,0,MSFT
1986-06-27,0.07533,0.07533,0.07533,0.07533,13818186,0,MSFT
1986-06-30,0.07533,0.0838899999999999,0.07533,0.0838899999999999,82870827,0,MSFT
1986-07-01,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,63234462,0,MSFT
1986-07-02,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,69933024,0,MSFT
1986-07-03,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,18794263,0,MSFT
1986-07-07,0.0838899999999999,0.0838899999999999,0.07533,0.07533,18679429,0,MSFT
1986-07-08,0.07533,0.07533,0.07533,0.07533,18947373,0,MSFT
1986-07-09,0.07533,0.07533,0.07533,0.07533,61320587,0,MSFT
1986-07-10,0.07533,0.07533,0.0672,0.0672,62315801,0,MSFT
1986-07-11,0.0672,0.07533,0.0672,0.07533,23119625,0,MSFT
1986-07-14,0.0672,0.07533,0.0672,0.07533,38009578,0,MSFT
1986-07-15,0.07533,0.07533,0.0672,0.07533,17531106,0,MSFT
1986-07-16,0.07533,0.07533,0.07533,0.07533,12440194,0,MSFT
1986-07-17,0.07533,0.07533,0.07533,0.07533,9224882,0,MSFT
1986-07-18,0.07533,0.07533,0.07533,0.07533,16382779,0,MSFT
1986-07-21,0.07533,0.07533,0.07533,0.07533,4669858,0,MSFT
1986-07-22,0.07533,0.0838899999999999,0.07533,0.0838899999999999,13971296,0,MSFT
1986-07-23,0.0838899999999999,0.0838899999999999,0.07533,0.07533,27636369,0,MSFT
1986-07-24,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,18794263,0,MSFT
1986-07-25,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,27177038,0,MSFT
1986-07-28,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,15693783,0,MSFT
1986-07-29,0.0838899999999999,0.0838899999999999,0.07533,0.07533,18679429,0,MSFT
1986-07-30,0.07533,0.07533,0.07533,0.07533,35100488,0,MSFT
1986-07-31,0.07533,0.07533,0.07533,0.07533,20784694,0,MSFT
1986-08-01,0.07533,0.07533,0.07533,0.07533,17148327,0,MSFT
1986-08-04,0.07533,0.07533,0.07533,0.07533,16535890,0,MSFT
1986-08-05,0.07533,0.07533,0.07533,0.07533,3751199,0,MSFT
1986-08-06,0.07533,0.07533,0.0672,0.07533,24344504,0,MSFT
1986-08-07,0.07533,0.07533,0.0672,0.07533,4861244,0,MSFT
1986-08-08,0.07533,0.07533,0.07533,0.07533,5511962,0,MSFT
1986-08-11,0.07533,0.07533,0.07533,0.07533,10564596,0,MSFT
1986-08-12,0.07533,0.07533,0.07533,0.07533,13282300,0,MSFT
1986-08-13,0.07533,0.07533,0.07533,0.07533,9148327,0,MSFT
1986-08-14,0.07533,0.0838899999999999,0.07533,0.0838899999999999,26755988,0,MSFT
1986-08-15,0.0838899999999999,0.0838899999999999,0.07533,0.0838899999999999,8114835,0,MSFT
1986-08-18,0.0838899999999999,0.0838899999999999,0.07533,0.07533,16995220,0,MSFT
1986-08-19,0.07533,0.07533,0.07533,0.07533,27100485,0,MSFT
1986-08-20,0.07533,0.07533,0.07533,0.07533,27598093,0,MSFT
1986-08-21,0.07533,0.0838899999999999,0.07533,0.07533,65837333,0,MSFT
1986-08-22,0.07533,0.07533,0.07533,0.07533,7655505,0,MSFT
1986-08-25,0.07533,0.07533,0.07533,0.07533,3215309,0,MSFT
1986-08-26,0.07533,0.07533,0.07533,0.07533,14430624,0,MSFT
1986-08-27,0.07533,0.07533,0.07533,0.07533,12669862,0,MSFT
1986-08-28,0.07533,0.07533,0.07533,0.07533,4555023,0,MSFT
1986-08-29,0.07533,0.07533,0.07533,0.07533,33799053,0,MSFT
1986-09-02,0.07533,0.07533,0.07533,0.07533,6928229,0,MSFT
1986-09-03,0.07533,0.07533,0.0672,0.0672,24344504,0,MSFT
1986-09-04,0.07533,0.07533,0.07533,0.07533,52401923,0,MSFT
1986-09-05,0.07533,0.0838899999999999,0.07533,0.0838899999999999,35023927,0,MSFT
1986-09-08,0.0838899999999999,0.0838899999999999,0.07533,0.07533,12784693,0,MSFT
1986-09-09,0.07533,0.0838899999999999,0.07533,0.0838899999999999,49875607,0,MSFT
1986-09-10,0.0838899999999999,0.0838899999999999,0.07533,0.07533,14468902,0,MSFT
1986-09-11,0.07533,0.0838899999999999,0.07533,0.07533,47387568,0,MSFT
1986-09-12,0.07533,0.07533,0.07533,0.07533,32497615,0,MSFT
1986-09-15,0.07533,0.07533,0.07533,0.07533,29894741,0,MSFT
1986-09-16,0.07533,0.07533,0.07533,0.07533,6889952,0,MSFT
1986-09-17,0.07533,0.07533,0.07533,0.07533,10679430,0,MSFT
1986-09-18,0.07533,0.07533,0.07533,0.07533,7119619,0,MSFT
1986-09-19,0.07533,0.07533,0.07533,0.07533,3330144,0,MSFT
1986-09-22,0.07533,0.07533,0.07533,0.07533,5971295,0,MSFT
1986-09-23,0.07533,0.07533,0.07533,0.07533,7923443,0,MSFT
1986-09-24,0.07533,0.07533,0.07533,0.07533,6354067,0,MSFT
1986-09-25,0.07533,0.07533,0.07533,0.07533,6851673,0,MSFT
1986-09-26,0.07533,0.07533,0.07533,0.07533,3100479,0,MSFT
1986-09-29,0.07533,0.07533,0.07533,0.07533,8229669,0,MSFT
1986-09-30,0.07533,0.07533,0.07533,0.07533,6889952,0,MSFT
1986-10-01,0.07533,0.07533,0.07533,0.07533,43100485,0,MSFT
1986-10-02,0.07533,0.07533,0.07533,0.07533,30200968,0,MSFT
1986-10-03,0.07533,0.07533,0.07533,0.07533,19559813,0,MSFT
1986-10-06,0.07533,0.0838899999999999,0.07533,0.0838899999999999,113416295,0,MSFT
1986-10-07,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,79464133,0,MSFT
1986-10-08,0.0838899999999999,0.0838899999999999,0.0838899999999999,0.0838899999999999,158966540,0,MSFT
1986-10-09,0.0838899999999999,0.09222,0.0838899999999999,0.0838899999999999,123023952,0,MSFT
1986-10-10,0.0838899999999999,0.09222,0.0838899999999999,0.09222,102009593,0,MSFT
